time , step-size , {25941611-1350-4ca2-8fe8-85d9193c14fd}.tank3.Tank3OutFlow , {25941611-1350-4ca2-8fe8-85d9193c14fd}.tank3.level , {25941611-1350-4ca2-8fe8-85d9193c14fd}.tank3.puddle , {8c4e810f-3df3-4a00-8276-176fa3c9f003}.controller.wt3_valve , {dcd729ec-423a-4a0d-8030-4c42a840abba}.tank1and2.Tank1InFlow , {dcd729ec-423a-4a0d-8030-4c42a840abba}.tank1and2.Tank1WaterLevel , {dcd729ec-423a-4a0d-8030-4c42a840abba}.tank1and2.Tank2OutFlow , {dcd729ec-423a-4a0d-8030-4c42a840abba}.tank1and2.Tank2WaterLevel
0.0 , 0.0 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 1.0E-6 , 0.0 , 0.0
0.05 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 6.886507314814814E-7 , 0.0 , 3.1134926851851846E-7
0.1 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.003333928017395826 , 0.0 , 4.053159375072273E-7
0.15000000000000002 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.05448433118666974 , 0.0 , 0.008850002146663592
0.2 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.07717051252522832 , 0.0 , 0.029497154141438362
0.25 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.06660110977914133 , 0.0 , 0.040066556887525355
0.3 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.06073531180364086 , 0.0 , 0.04593235486302582
0.35 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.09583037480283912 , 0.0 , 0.05417062519716089
0.39999999999999997 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.12335147658728807 , 0.0 , 0.06664952341271195
0.44999999999999996 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.11941440444560315 , 0.0 , 0.08725326222106354
0.49999999999999994 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.11222999298869245 , 0.0 , 0.09443767367797425
0.5499999999999999 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.1463861207024247 , 0.0 , 0.10361487929757533
0.6 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.17362535072656368 , 0.0 , 0.11637564927343635
0.65 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.1694948994424531 , 0.0 , 0.1371727672242136
0.7000000000000001 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.16225631243580138 , 0.0 , 0.14441135423086532
0.7500000000000001 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.19637950095860726 , 0.0 , 0.15362149904139277
0.8000000000000002 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.2236118241078991 , 0.0 , 0.16638917589210095
0.8500000000000002 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.21947988549490102 , 0.0 , 0.18718778117176568
0.9000000000000002 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.21224266658429236 , 0.0 , 0.19442500008237434
0.9500000000000003 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.24636877235150254 , 0.0 , 0.20363222764849748
1.0000000000000002 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.27360299898759727 , 0.0 , 0.21639800101240272
1.0500000000000003 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.26947348690529416 , 0.0 , 0.2371941797613725
1.1000000000000003 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.2622375629832167 , 0.0 , 0.24443010368344997
1.1500000000000004 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.2963651749382938 , 0.0 , 0.2536358250617063
1.2000000000000004 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.32360016266294767 , 0.0 , 0.2664008373370524
1.2500000000000004 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.31947150958400766 , 0.0 , 0.28719615708265905
1.3000000000000005 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 0.0 , 0.3122360112357195 , 0.0 , 0.29443165543094724
1.3500000000000005 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.3463640980168535 , 0.0 , 0.30363690198314647
1.4000000000000006 , 0.05 , 0.0 , 0.0 , 0.022567583341910263 , false , 1.0 , 0.37359931914863403 , 0.0 , 0.31640168085136594
